"Survey","Reef","Site","Transect","Length_mm","Genus","Species","Number","Comment","Video","T_ID","Date","Lat","Long","Depth","Temperature","Habitat","Aspect","Benthic_Complexity","Species_name","Biomass Constant A","Biomass Constant B","Max Length (cm)","Trophic Group","Trophic Level","Family","Functional Group"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Scarus","frenatus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Scarus frenatus",0.01889,3.06,47,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Chromis","xanthura",5,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Chromis xanthura",0.0166,2.95,17,"planktivore",3.4,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Chlorurus","spilurus",5,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Chlorurus spilurus",0.020118,3.059482,40,"omnivore",2.62,"Labridae (Scarinae)","Excavator"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Acanthurus","pyroferus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Chromis","margaritifer",6,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Chromis","iomelas",12,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Chromis","margaritifer",16,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Gomphosus","varius",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Gomphosus varius",0.01838,2.70269,30,"invertivore-mobile",3.68,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Cephalopholis","urodeta",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Cephalopholis urodeta",0.02822,2.81775,28,"piscivore",4.02,"Serranidae","Piscivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Ctenochaetus","binotatus",2,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Ctenochaetus binotatus",0.050728,2.744453,22,"omnivore",2,"Acanthuridae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Nemateleotris","magnifica",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Nemateleotris magnifica",0.00389,3.12,9,"planktivore",3.1,"Gobiidae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Naso","lituratus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Naso lituratus",0.0324,2.94,46,"herbivore-macroalgae",2.32,"Acanthuridae","Browser"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Genicanthus","watanabei",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Genicanthus watanabei",0.0302,2.89,15,"planktivore",3.4,"Pomacanthidae","Omnivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Centropyge","heraldi",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Centropyge heraldi",0.0302,2.89,12,"herbivore-detritivore",2.83,"Pomacanthidae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Acanthurus","pyroferus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Acanthurus pyroferus",0.02291,2.96,29,"herbivore-detritivore",2,"Acanthuridae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Ctenochaetus","binotatus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Ctenochaetus binotatus",0.050728,2.744453,22,"omnivore",2,"Acanthuridae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Centropyge","bispinosa",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Centropyge bispinosa",0.111214,2.360317,10,"herbivore-detritivore",2.75,"Pomacanthidae","Omnivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Chromis","iomelas",10,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Chromis iomelas",0.01221,3.094234,8,"planktivore",2.69,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Scarus","frenatus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Scarus frenatus",0.01889,3.06,47,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Chaetodon","pelewensis",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Chaetodon pelewensis",0.026346,3.094727,12.5,"invertivore-mobile",2.92,"Chaetodontidae","Corallivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Hemigymnus","fasciatus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Hemigymnus fasciatus",0.02423,2.92262,30,"invertivore-mobile",3.5,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Scarus","frenatus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Scarus frenatus",0.01889,3.06,47,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Ctenochaetus","binotatus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Ctenochaetus binotatus",0.050728,2.744453,22,"omnivore",2,"Acanthuridae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T7",NA,"Oxycheilinus","unifasciatus",1,NA,"Single","Feb_22_HerSurp_1_T7",2022-02-26,-17.33076,148.478,13.7,28.8,"outer_reef","steep_slope",2,"Oxycheilinus unifasciatus",0.0166,2.95,46,"piscivore",4.06,"Labridae","Carnivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chromis","margaritifer",10,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Hemitaurichthys","polylepis",8,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Hemitaurichthys polylepis",0.02188,3.02,18,"planktivore",3.4,"Chaetodontidae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Forcipiger","flavissimus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Forcipiger flavissimus",0.02188,3.02,22,"invertivore-mobile",3.38,"Chaetodontidae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Acanthochromis","polyacanthus",16,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Acanthochromis polyacanthus",0.0429,3.045,14,"omnivore",2.69,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Anampses","caeruleopunctatus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Anampses caeruleopunctatus",0.01,3.06,42,"invertivore-mobile",3.37,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Centropyge","bispinosa",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Centropyge bispinosa",0.111214,2.360317,10,"herbivore-detritivore",2.75,"Pomacanthidae","Omnivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Gomphosus","varius",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Gomphosus varius",0.01838,2.70269,30,"invertivore-mobile",3.68,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chromis","vanderbilti",25,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chromis vanderbilti",0.01479,2.98,6,"planktivore",3.46,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chromis","xanthura",2,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chromis xanthura",0.0166,2.95,17,"planktivore",3.4,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","forsteni",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus forsteni",0.0142,3.13,55,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Naso","annulatus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Naso annulatus",0.05103,2.71537,100,"planktivore",2.12,"Acanthuridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","forsteni",4,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus forsteni",0.0142,3.13,55,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","longipinnis",3,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus longipinnis",0.01445,3.04,40,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Halichoeres","hortulanus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Halichoeres hortulanus",0.0119,3.064,27,"invertivore-mobile",3.4,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Hemitaurichthys","polylepis",8,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Hemitaurichthys polylepis",0.02188,3.02,18,"planktivore",3.4,"Chaetodontidae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Ctenochaetus","binotatus",3,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Ctenochaetus binotatus",0.050728,2.744453,22,"omnivore",2,"Acanthuridae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Ctenochaetus","striatus",2,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chromis","margaritifer",18,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chromis","vanderbilti",30,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chromis vanderbilti",0.01479,2.98,6,"planktivore",3.46,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chaetodon","kleinii",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chaetodon kleinii",0.0449,3.036,15,"omnivore",3.18,"Chaetodontidae","Corallivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","oviceps",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus oviceps",0.0144,3.14,35,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Naso","lituratus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Naso lituratus",0.0324,2.94,46,"herbivore-macroalgae",2.32,"Acanthuridae","Browser"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Plectroglyphidodon","johnstonianus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Plectroglyphidodon johnstonianus",0.0612,2.635,14,"herbivore-detritivore",2.9,"Pomacentridae","Omnivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Ctenochaetus","striatus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Ctenochaetus striatus",0.01569,3.058599,26,"omnivore",2,"Acanthuridae","Grazer"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chromis","margaritifer",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chromis","margaritifer",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Halichoeres","hortulanus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Halichoeres hortulanus",0.0119,3.064,27,"invertivore-mobile",3.4,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chromis","margaritifer",10,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chromis margaritifer",0.01778,2.99,9,"omnivore",2.95,"Pomacentridae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","longipinnis",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus longipinnis",0.01445,3.04,40,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Bodianus","axillaris",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Bodianus axillaris",0.01202,3.06,20,"invertivore-mobile",3.42,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","altipinnis",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus altipinnis",0.0206,3,60,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Balistoides","viridescens",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Balistoides viridescens",0.02442,3.01828,75,"invertivore-mobile",3.33,"Balistidae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chlorurus","spilurus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chlorurus spilurus",0.020118,3.059482,40,"omnivore",2.62,"Labridae (Scarinae)","Excavator"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","forsteni",3,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus forsteni",0.0142,3.13,55,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Hemitaurichthys","polylepis",4,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Hemitaurichthys polylepis",0.02188,3.02,18,"planktivore",3.4,"Chaetodontidae","Planktivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Hemigymnus","fasciatus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Hemigymnus fasciatus",0.02423,2.92262,30,"invertivore-mobile",3.5,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Pygoplites","diacanthus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Pygoplites diacanthus",0.0302,2.89,25,"invertivore-sessile",2.69,"Pomacanthidae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Zanclus","cornutus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Zanclus cornutus",0.0147,3.36991,23,"invertivore-mobile",2.49,"Zanclidae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Parupeneus","cyclostomus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Parupeneus cyclostomus",0.0136,3.11,50,"piscivore",4.08,"Mullidae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Gomphosus","varius",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Gomphosus varius",0.01838,2.70269,30,"invertivore-mobile",3.68,"Labridae","Benthic invertivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Cephalopholis","urodeta",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Cephalopholis urodeta",0.02822,2.81775,28,"piscivore",4.02,"Serranidae","Piscivore"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","forsteni",5,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus forsteni",0.0142,3.13,55,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Scarus","altipinnis",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Scarus altipinnis",0.0206,3,60,"herbivore-detritivore",2,"Labridae (Scarinae)","Scraper"
"Feb_22","Herald's Surprise","HerSurp_1","T8",NA,"Chlorurus","spilurus",1,NA,"Single","Feb_22_HerSurp_1_T8",2022-02-26,-17.33076,148.478,9.6,28.8,"outer_reef","steep_slope",2,"Chlorurus spilurus",0.020118,3.059482,40,"omnivore",2.62,"Labridae (Scarinae)","Excavator"
"Jul_21","Lihou","JulCay_1","T1",NA,"Chromis","alpha",1,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T1",NA,"Gymnocranius","euanus",1,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Gymnocranius euanus",0.019829,2.926623,45,"invertivore-mobile",3.8,"Lethrinidae","Benthic invertivore"
"Jul_21","Lihou","JulCay_1","T1",NA,"Carcharhinus","amblyrhynchos",1,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Carcharhinus amblyrhynchos",0.005055,3.21133,255,"piscivore",4.5,"Carcharhinidae","Piscivore"
"Jul_21","Lihou","JulCay_1","T1",NA,"Chromis","alpha",1,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T1",NA,"Chromis","alpha",2,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T1",NA,"Chromis","alpha",2,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T1",NA,"Chromis","alpha",3,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T1",NA,"Chromis","alpha",3,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T1",NA,"Centropyge","heraldi",1,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Centropyge heraldi",0.0302,2.89,12,"herbivore-detritivore",2.83,"Pomacanthidae","Grazer"
"Jul_21","Lihou","JulCay_1","T1",NA,"Balistoides","conspicillum",1,NA,"Single","Jul_21_JulCay_1_T1",2021-07-24,-17.383569,151.479055,98,25.5,"outer_reef","steep_slope",4,"Balistoides conspicillum",0.0257,2.94,50,"invertivore-mobile",3.31,"Balistidae","Benthic invertivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Chromis","alpha",2,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Chromis","amboinensis",2,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Chromis amboinensis",0.01778,2.99,10,"omnivore",2.74,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Chromis","alpha",6,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Pseudanthias","pleurotaenia",1,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4,"Serranidae","Planktivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Chromis","alpha",6,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Pseudanthias","pleurotaenia",3,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Pseudanthias pleurotaenia",0.00933,2.97,20,"planktivore",3.4,"Serranidae","Planktivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Chromis","alpha",10,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Chromis alpha",0.01778,2.99,8.5,"planktivore",3,"Pomacentridae","Planktivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Pseudanthias","flavicauda",1,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Pseudanthias flavicauda",0.00933,2.97,6.58,"planktivore",3.3,"Serranidae","Planktivore"
"Jul_21","Lihou","JulCay_1","T2",NA,"Pseudanthias","flavicauda",1,NA,"Single","Jul_21_JulCay_1_T2",2021-07-24,-17.383569,151.479055,80,25.5,"outer_reef","moderate_slope",4,"Pseudanthias flavicauda",0.00933,2.97,6.58,"planktivore",3.3,"Serranidae","Planktivore"
