"Survey","Reef","Site","Drop","Frame","Depth","Comment","Family","Genus","Species","Code","MaxN","Species_name","T_ID","Date","Lat","Long","Habitat","Aspect","Benthic_Complexity","Biomass Constant A","Biomass Constant B","Biomass Constant C","Max Length (cm)","Max Length Type","Trophic Level","Vulnerability","Regions","Climate Score","Trophic Group","Functional Group","Group Size"
"Feb_21","Saumarez","Saumarez_N1","D1",20360,33,NA,"Acanthuridae","Acanthurus","nigrofuscus",37437014,2,"Acanthurus nigrofuscus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.014309,3.096389,1,21,"total length",2,27.14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","medium group"
"Feb_21","Saumarez","Saumarez_N1","D1",45165,33,NA,"Balistidae","Balistoides","conspicillum",37465031,2,"Balistoides conspicillum","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.0257,2.94,1,50,"total length",3.31,39.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D1",1861,33,NA,"Balistidae","Pseudobalistes","fuscus",37465027,1,"Pseudobalistes fuscus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.141203,2.627546,1,55,"total length",3.13,43.14,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Saumarez","Saumarez_N1","D1",32955,33,NA,"Balistidae","Sufflamen","chrysopterum",37465079,1,"Sufflamen chrysopterum","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.02972,2.957254,1,30,"total length",3.45,31.02,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D1",22057,33,"guentheri","Chaetodontidae","Chaetodon","guentheri",NA,1,"Chaetodon guentheri","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.02291,3.01,1,18,"total length",2.82,13.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Saumarez","Saumarez_N1","D1",20253,33,NA,"Chaetodontidae","Chaetodon","kleinii",37365040,2,"Chaetodon kleinii","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.0449,3.036,0.827,15,"total length",3.18,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","corallivore","pair"
"Feb_21","Saumarez","Saumarez_N1","D1",19239,33,"mertensii","Chaetodontidae","Chaetodon","mertensii",NA,1,"Chaetodon mertensii","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.004261,3.800466,1,12.5,"total length",2.95,10,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Saumarez","Saumarez_N1","D1",43037,33,NA,"Epinephelidae","Epinephelus","maculatus",37311011,2,"Epinephelus maculatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feb_21","Saumarez","Saumarez_N1","D1",16110,33,"femininus","Labridae","Anampses","femininus",NA,2,"Anampses femininus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01,3.06,1,24,"total length",3.5,31.13,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",23597,33,NA,"Labridae","Oxycheilinus","bimaculatus",NA,2,"Oxycheilinus bimaculatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.036373,2.681524,1,15,"total length",3.5,24.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D1",22614,33,NA,"Labridae","Choerodon","jordani",37384077,1,"Choerodon jordani","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01259,3.05,1,17,"total length",3.5,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D1",50000,33,"laboutei","Labridae","Cirrhilabrus","laboutei",NA,30,"Cirrhilabrus laboutei","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.0166,2.95,1,12,"total length",3.4,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Saumarez","Saumarez_N1","D1",19344,33,NA,"Labridae","Coris","dorsomacula",37384093,1,"Coris dorsomacula","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01,3.06,1,38,"total length",3.5,37.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D1",39076,33,NA,"Labridae","Halichoeres","biocellatus",37384107,1,"Halichoeres biocellatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01,3.08,1,12,"total length",3.4,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",53318,33,NA,"Labridae","Halichoeres","hartzfeldii",NA,1,"Halichoeres hartzfeldii","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.0049,3.11,1,18,"total length",3.5,27.03,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",19344,33,NA,"Labridae","Labroides","dimidiatus",37384028,1,"Labroides dimidiatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.006669,3.172365,1,14,"total length",3.85,23.67,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Saumarez","Saumarez_N1","D1",26400,33,NA,"Labridae","Macropharyngodon","negrosensis",37384137,1,"Macropharyngodon negrosensis","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01,3.06,1,12,"total length",3.5,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",21271,33,"cerasinus","Labridae","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01,3.06,1,12.3,"total length",3.4,21.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",3402,33,NA,"Labridae","Thalassoma","lutescens",37384168,1,"Thalassoma lutescens","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.012764,3.053725,0.925,30,"total length",3.72,34.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",20600,33,"euanus","Lethrinidae","Gymnocranius","euanus",NA,5,"Gymnocranius euanus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Saumarez","Saumarez_N1","D1",59059,33,NA,"Lethrinidae","Lethrinus","rubrioperculatus",NA,2,"Lethrinus rubrioperculatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01279,3.039657,1,50,"total length",3.83,39.56,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",46185,33,NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.012092,3.021243,1,112,"total length",4.28,61.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",35224,33,NA,"Mullidae","Parupeneus","barberinoides",37355021,1,"Parupeneus barberinoides","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01047,3.09,1,30,"total length",3.39,28.64,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","medium group"
"Feb_21","Saumarez","Saumarez_N1","D1",23985,33,NA,"Mullidae","Parupeneus","multifasciatus",37355026,2,"Parupeneus multifasciatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01136,3.211,0.933,35,"total length",3.61,21.22,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",23985,33,NA,"Mullidae","Parupeneus","pleurostigma",37355027,3,"Parupeneus pleurostigma","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01202,3.09,1,33,"total length",3.4,30.4,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",61829,33,NA,"Muraenidae","Gymnothorax","favagineus",37060016,1,"Gymnothorax favagineus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.00095,3.1,1,300,"total length",4.24,85.41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore",NA
"Feb_21","Saumarez","Saumarez_N1","D1",333,33,"aureofasciatus","Nemipteridae","Pentapodus","aureofasciatus",NA,1,"Pentapodus aureofasciatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01514,2.97,1,25,"total length",3.5,24.26,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",39719,33,NA,"Pomacanthidae","Centropyge","tibicen",37365031,1,"Centropyge tibicen","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.054527,2.744557,1,19,"total length",2.79,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","cropper/grazer","pair"
"Feb_21","Saumarez","Saumarez_N1","D1",23918,33,NA,"Scaridae","Scarus","chameleon",37386012,1,"Scarus chameleon","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.01445,3.04,1,31,"total length",2,21.51,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper",NA
"Feb_21","Saumarez","Saumarez_N1","D1",28931,33,NA,"Scaridae","Scarus","dimidiatus",37386013,1,"Scarus dimidiatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.0278,3.049,0.871,40,"total length",2,30.24,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-detritivore","scraper","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",34086,33,"cooperi","Serranidae","Pseudanthias","cooperi",NA,12,"Pseudanthias cooperi","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.00933,2.97,1,14,"total length",3.4,20.79,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D1",36785,33,NA,"Tetraodontidae","Arothron","caeruleopunctatus",37467066,1,"Arothron caeruleopunctatus","Feb_21_Saumarez_N1_D1","6/02/2021",21.71056,153.77492,"channel",NA,NA,0.02754,2.88,1,80,"total length",3.5,44.56,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-sessile","micro-invertivore",NA
"Feb_21","Saumarez","Saumarez_N1","D2",42676,34,NA,"Balistidae","Sufflamen","chrysopterum",37465079,1,"Sufflamen chrysopterum","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.02972,2.957254,1,30,"total length",3.45,31.02,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D2",4726,34,NA,"Chaetodontidae","Chaetodon","kleinii",37365040,1,"Chaetodon kleinii","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.0449,3.036,0.827,15,"total length",3.18,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","corallivore","pair"
"Feb_21","Saumarez","Saumarez_N1","D2",60855,34,NA,"Labridae","Choerodon","jordani",37384077,1,"Choerodon jordani","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01259,3.05,1,17,"total length",3.5,25.85,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D2",56314,34,"laboutei","Labridae","Cirrhilabrus","laboutei",NA,2,"Cirrhilabrus laboutei","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.0166,2.95,1,12,"total length",3.4,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Saumarez","Saumarez_N1","D2",38849,34,NA,"Labridae","Coris","dorsomacula",37384093,4,"Coris dorsomacula","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01,3.06,1,38,"total length",3.5,37.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D2",5862,34,NA,"Labridae","Coris","gaimard",37384094,3,"Coris gaimard","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01,3.06,1,40,"total length",3.4,38.07,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D2",44695,34,NA,"Labridae","Halichoeres","hartzfeldii",NA,3,"Halichoeres hartzfeldii","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.0049,3.11,1,18,"total length",3.5,27.03,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D2",778,34,NA,"Labridae","Hologymnosus","doliatus",37384127,3,"Hologymnosus doliatus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.0049,3.11,1,50,"total length",3.79,47.81,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D2",32255,34,"longipes","Labridae","Hologymnosus","longipes",NA,1,"Hologymnosus longipes","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.0049,3.11,1,40,"total length",4,38,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D2",62859,34,"cerasinus","Labridae","Pseudojuloides","cerasinus",NA,1,"Pseudojuloides cerasinus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01,3.06,1,12.3,"total length",3.4,21.88,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D2",46794,34,"euanus","Lethrinidae","Gymnocranius","euanus",NA,2,"Gymnocranius euanus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Saumarez","Saumarez_N1","D2",51803,34,NA,"Lethrinidae","Lethrinus","olivaceus",37351004,1,"Lethrinus olivaceus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.025937,2.829751,1,100,"total length",4.2,39.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","large group"
"Feb_21","Saumarez","Saumarez_N1","D2",19240,34,NA,"Lethrinidae","Lethrinus","rubrioperculatus",NA,4,"Lethrinus rubrioperculatus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01279,3.039657,1,50,"total length",3.83,39.56,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D2",19145,34,NA,"Malacanthidae","Malacanthus","brevirostris",37331009,2,"Malacanthus brevirostris","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.00537,3.03,1,32,"total length",3.5,33.47,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","pair"
"Feb_21","Saumarez","Saumarez_N1","D2",32175,34,NA,"Mullidae","Parupeneus","barberinoides",37355021,1,"Parupeneus barberinoides","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01047,3.09,1,30,"total length",3.39,28.64,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","medium group"
"Feb_21","Saumarez","Saumarez_N1","D2",30617,34,NA,"Mullidae","Parupeneus","multifasciatus",37355026,4,"Parupeneus multifasciatus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01136,3.211,0.933,35,"total length",3.61,21.22,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D2",19145,34,NA,"Mullidae","Parupeneus","pleurostigma",37355027,4,"Parupeneus pleurostigma","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01202,3.09,1,33,"total length",3.4,30.4,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D2",3772,34,"aureofasciatus","Nemipteridae","Pentapodus","aureofasciatus",NA,27,"Pentapodus aureofasciatus","Feb_21_Saumarez_N1_D2","6/02/2021",21.70951,153.78659,"channel",NA,NA,0.01514,2.97,1,25,"total length",3.5,24.26,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D3",55831,36,NA,"Acanthuridae","Naso","unicornis",37437031,1,"Naso unicornis","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.029529,2.923551,1,70,"fork length",2.17,32.05,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"herbivore-macroalgae","browser","small group"
"Feb_21","Saumarez","Saumarez_N1","D3",22529,36,NA,"Balistidae","Balistoides","conspicillum",37465031,1,"Balistoides conspicillum","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.0257,2.94,1,50,"total length",3.31,39.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D3",15514,36,NA,"Balistidae","Sufflamen","chrysopterum",37465079,1,"Sufflamen chrysopterum","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.02972,2.957254,1,30,"total length",3.45,31.02,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D3",53845,36,NA,"Balistidae","Sufflamen","fraenatum",37465014,2,"Sufflamen fraenatum","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.02972,2.957254,1,38,"total length",3.7,34.41,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D3",47496,36,NA,"Carangidae","Caranx","melampygus",37337050,1,"Caranx melampygus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.017067,2.943245,1,117,"fork length",4.28,50.49,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D3",188,36,NA,"Carcharhinidae","Carcharhinus","amblyrhynchos",37018030,2,"Carcharhinus amblyrhynchos","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.005055,3.21133,1,255,"total length",4.5,84.96,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group"
"Feb_21","Saumarez","Saumarez_N1","D3",15514,36,NA,"Chaetodontidae","Chaetodon","kleinii",37365040,1,"Chaetodon kleinii","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.0449,3.036,0.827,15,"total length",3.18,11.53,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"omnivore","corallivore","pair"
"Feb_21","Saumarez","Saumarez_N1","D3",23769,36,"laboutei","Labridae","Cirrhilabrus","laboutei",NA,14,"Cirrhilabrus laboutei","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.0166,2.95,1,12,"total length",3.4,21.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"planktivore","planktivore","medium group"
"Feb_21","Saumarez","Saumarez_N1","D3",15514,36,NA,"Labridae","Oxycheilinus","bimaculatus",37384063,1,"Oxycheilinus bimaculatus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.036373,2.681524,1,15,"total length",3.5,24.31,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D3",21636,36,NA,"Labridae","Pseudocheilinus","evanidus",37384142,2,"Pseudocheilinus evanidus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.01622,2.96,1,9,"total length",3.5,15.39,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","micro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D3",15479,36,"euanus","Lethrinidae","Gymnocranius","euanus",NA,3,"Gymnocranius euanus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.019829,2.926623,1,45,"total length",3.8,40.48,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore",NA
"Feb_21","Saumarez","Saumarez_N1","D3",46298,36,NA,"Lethrinidae","Lethrinus","olivaceus",37351004,2,"Lethrinus olivaceus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.025937,2.829751,1,100,"total length",4.2,39.66,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","large group"
"Feb_21","Saumarez","Saumarez_N1","D3",41996,36,NA,"Lethrinidae","Lethrinus","rubrioperculatus",37351012,10,"Lethrinus rubrioperculatus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.01279,3.039657,1,50,"total length",3.83,39.56,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D3",57773,36,NA,"Lutjanidae","Aprion","virescens",37346027,1,"Aprion virescens","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.012092,3.021243,1,112,"total length",4.28,61.35,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D3",43854,36,NA,"Lutjanidae","Lutjanus","bohar",37346029,1,"Lutjanus bohar","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.013464,3.055209,1,90,"total length",4.27,68.83,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"piscivore","pisci-invertivore","medium group"
"Feb_21","Saumarez","Saumarez_N1","D3",4591,36,NA,"Mullidae","Parupeneus","barberinus",37355022,1,"Parupeneus barberinus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.00627,3.195,1,60,"total length",3.44,39.67,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","solitary"
"Feb_21","Saumarez","Saumarez_N1","D3",19892,36,NA,"Mullidae","Parupeneus","multifasciatus",37355026,12,"Parupeneus multifasciatus","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.01136,3.211,0.933,35,"total length",3.61,21.22,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
"Feb_21","Saumarez","Saumarez_N1","D3",19892,36,NA,"Mullidae","Parupeneus","pleurostigma",37355027,1,"Parupeneus pleurostigma","Feb_21_Saumarez_N1_D3","6/02/2021",21.71169,153.79146,"channel",NA,NA,0.01202,3.09,1,33,"total length",3.4,30.4,"Central Indo-Pacific,Eastern Indo-Pacific,Western Indo-Pacific",NA,"invertivore-mobile","macro-invertivore","small group"
